PORTUGUESE SYLLABIFIED WORD LIST - COMPLETE (CAO FIXED)
Generated by Portuguese Syllabification Algorithm
Fixed: 'qu' words and 'cao' words now properly syllabified
============================================================
Format: ORIGINAL_WORD    syllabified-word
CONTEUDO             con-teu-do
CONTEXTO             con-tex-to
CONTIDAS             con-ti-das
CONTIDO              con-ti-do
CONTIGO              con-ti-go
CONTIGUIDADE         con-tig-ui-da-de
CONTIGUO             con-tig-uo
CONTINENCIA          con-ti-nen-ci-a
CONTINENTAL          con-ti-nen-tal
CONTINENTE           con-ti-nen-te
CONTINENTES          con-ti-nen-tes
CONTINGENCIA         con-tin-gen-ci-a
CONTINGENTE          con-tin-gen-te
CONTINUA             con-ti-nu-a
CONTINUACAO          con-ti-nu-a-CAO
CONTINUAR            con-ti-nu-ar
CONTINUIDADE         con-ti-nui-da-de
CONTINUISTA          con-ti-nuis-ta
CONTINUO             con-ti-nu-o
CONTISTA             con-tis-ta
CONTO                con-to
CONTORCAO            con-tor-CAO
CONTORCER            con-tor-cer
CONTORCIDO           con-tor-ci-do
CONTORCIONISTA       con-tor-ci-o-nis-ta
CONTORNAR            con-tor-nar
CONTORNAVEL          con-tor-na-vel
CONTORNO             con-tor-no
CONTRA               con-tra
CONTRABAIXISTA       con-tra-bai-xis-ta
CONTRABAIXO          con-tra-bai-xo
CONTRABALANCAR       con-tra-ba-lan-car
CONTRABANDEAR        con-tra-ban-de-ar
CONTRABANDISTA       con-tra-ban-dis-ta
CONTRABANDO          con-tra-ban-do
CONTRACAO            con-tra-CAO
CONTRACAPA           con-tra-ca-pa
CONTRACENAR          con-tra-ce-nar
CONTRACEPCAO         con-tra-cep-CAO
CONTRACEPTIVO        con-tra-cep-ti-vo
CONTRACHEQUE         con-tra-cheq-ue
CONTRACULTURA        con-tra-cul-tu-ra
CONTRADICAO          con-tra-di-CAO
CONTRADITORIO        con-tra-di-to-ri-o
CONTRADIZER          con-tra-di-zer
CONTRAFACAO          con-tra-fa-CAO
CONTRAFEITO          con-tra-fei-to
CONTRAFILE           con-tra-fi-le
CONTRAGOLPE          con-tra-gol-pe
CONTRAGOSTO          con-tra-gos-to
CONTRAIDO            con-trai-do
CONTRAIR             con-trair
CONTRALTO            con-tral-to
CONTRAMAO            con-tra-ma-o
CONTRAMESTRE         con-tra-mest-re
CONTRAPARTIDA        con-tra-par-ti-da
CONTRAPE             con-tra-pe
CONTRAPESO           con-tra-pe-so
CONTRAPONTISTICO     con-tra-pon-tis-ti-co
CONTRAPONTO          con-tra-pon-to
CONTRAPOR            con-tra-por
CONTRAPORCA          con-tra-por-ca
CONTRAPOSTO          con-tra-pos-to
CONTRAPRODUCENTE     con-tra-pro-du-cen-te
CONTRAPROPOSTA       con-tra-pro-pos-ta
CONTRAPROVA          con-tra-pro-va
CONTRARIADO          con-tra-ri-a-do
CONTRARIAR           con-tra-ri-ar
CONTRARIEDADE        con-tra-ri-e-da-de
CONTRARIO            con-tra-ri-o
CONTRASTADO          con-tras-ta-do
CONTRASTANTE         con-tras-tan-te
CONTRASTAR           con-tras-tar
CONTRASTAVEL         con-tras-ta-vel
CONTRASTE            con-tras-te
CONTRATACAO          con-tra-ta-CAO
CONTRATADO           con-tra-ta-do
CONTRATANTE          con-tra-tan-te
CONTRATAR            con-tra-tar
CONTRATAVEL          con-tra-ta-vel
CONTRATEMPO          con-tra-tem-po
CONTRATO             con-tra-to
CONTRATORPEDEIRO     con-tra-tor-pe-dei-ro
CONTRATUAL           con-tra-tu-al
CONTRAVENCAO         con-tra-ven-CAO
CONTRIBUICAO         con-tri-bui-CAO
CONTRIBUICOES        con-tri-bui-co-es
CONTRIBUINTE         con-tri-buin-te
CONTRIBUIR           con-tri-buir
CONTRICAO            con-tri-CAO
CONTROLADO           con-tro-la-do
CONTROLADORIA        con-tro-la-do-ri-a
CONTROLAR            con-tro-lar
CONTROLAVEL          con-tro-la-vel
CONTROLE             con-tro-le
CONTROVERSIA         con-tro-ver-si-a
CONTROVERSO          con-tro-ver-so
CONTUDO              con-tu-do
CONTUMACIA           con-tu-ma-ci-a
CONTUMAZ             con-tu-maz
CONTUNDENTE          con-tun-den-te
CONTUNDIDO           con-tun-di-do
CONTUNDIR            con-tun-dir
CONTURBACAO          con-tur-ba-CAO
CONTURBADO           con-tur-ba-do
CONTURBAR            con-tur-bar
CONTUSAO             con-tu-sa-o
CONVALESCENCA        con-va-les-cen-ca
CONVALESCENTE        con-va-les-cen-te
CONVALESCER          con-va-les-cer
CONVECCAO            con-vec-CAO
CONVENCAO            con-ven-CAO
CONVENCER            con-ven-cer
CONVENCIDO           con-ven-ci-do
CONVENCIMENTO        con-ven-ci-men-to
CONVENCIONADO        con-ven-ci-o-na-do
CONVENCIONAL         con-ven-ci-o-nal
CONVENCIONALISMO     con-ven-ci-o-na-lis-mo
CONVENCIONAR         con-ven-ci-o-nar
CONVENCOES           con-ven-co-es
CONVENIADO           con-ve-ni-a-do
CONVENIAR            con-ve-ni-ar
CONVENIENCIA         con-ve-ni-en-ci-a
CONVENIENTE          con-ve-ni-en-te
CONVENIO             con-ve-ni-o
CONVENTO             con-ven-to
CONVERGENCIA         con-ver-gen-ci-a
CONVERGENTE          con-ver-gen-te
CONVERGIR            con-ver-gir
CONVERSA             con-ver-sa
CONVERSACAO          con-ver-sa-CAO
CONVERSAO            con-ver-sa-o
CONVERSAR            con-ver-sar
CONVERSIVEL          con-ver-si-vel
CONVERSOR            con-ver-sor
CONVERTER            con-ver-ter
CONVERTIDO           con-ver-ti-do
CONVES               con-ves
CONVESCOTE           con-ves-co-te
CONVEXO              con-ve-xo
CONVICCAO            con-vic-CAO
CONVICTO             con-vic-to
CONVIDADO            con-vi-da-do
CONVIDAR             con-vi-dar
CONVIDATIVO          con-vi-da-ti-vo
CONVINCENTE          con-vin-cen-te
CONVIR               con-vir
CONVITE              con-vi-te
CONVIVA              con-vi-va
CONVIVENCIA          con-vi-ven-ci-a
CONVIVER             con-vi-ver
CONVIVIO             con-vi-vi-o
CONVOCACAO           con-vo-ca-CAO
CONVOCADO            con-vo-ca-do
CONVOCAR             con-vo-car
CONVOSCO             con-vos-co
CONVULSAO            con-vul-sa-o
CONVULSIVO           con-vul-si-vo
COOPERACAO           co-o-pe-ra-CAO
COOPERAR             co-o-pe-rar
COOPERATIVA          co-o-pe-ra-ti-va
COOPERATIVISMO       co-o-pe-ra-ti-vis-mo
COOPERATIVISTA       co-o-pe-ra-ti-vis-ta
COOPTAR              co-op-tar
COORDENACAO          co-or-de-na-CAO
COORDENADA           co-or-de-na-da
COORDENADAS          co-or-de-na-das
COORDENADOR          co-or-de-na-dor
COORDENADORIA        co-or-de-na-do-ri-a
COORDENAR            co-or-de-nar
COORDENATIVA         co-or-de-na-ti-va
COPA                 co-pa
COPAS                co-pas
COPAZIO              co-pa-zi-o
COPEIRA              co-pei-ra
COPEIRO              co-pei-ro
COPEQUE              co-peq-ue
COPIA                co-pi-a
COPIADORA            co-pi-a-do-ra
COPIAO               co-pi-a-o
COPIAR               co-pi-ar
COPIDESCAR           co-pi-des-car
COPIDESQUE           co-pi-des-que
COPIOSO              co-pi-o-so
COPISTA              co-pis-ta
COPLANAR             co-pla-nar
COPO                 co-po
COPOS                co-pos
COPTA                cop-ta
COPTICO              cop-ti-co
COPULA               co-pu-la
COPULACAO            co-pu-la-CAO
COPULAR              co-pu-lar
COPULATIVO           co-pu-la-ti-vo
COPYRIGHT            cop-yrigh-t
COQUE                coq-ue
COQUEIRAL            coq-uei-ral
COQUEIRO             coq-uei-ro
COQUELUCHE           coq-ue-lu-che
COQUETE              coq-ue-te
COQUETEL             coq-ue-tel
COR                  cor
CORACAO              co-ra-CAO
CORADO               co-ra-do
CORAGEM              co-ra-gem
CORAJOSO             co-ra-jo-so
CORAL                co-ral
CORALISTA            co-ra-lis-ta
CORANTE              co-ran-te
CORAR                co-rar
CORCA                cor-ca
CORCEL               cor-cel
CORCOVA              cor-co-va
CORCUNDA             cor-cun-da
CORDA                cor-da
CORDADO              cor-da-do
CORDAO               cor-da-o
CORDAS               cor-das
CORDEIRO             cor-dei-ro
CORDEL               cor-del
CORDIAL              cor-di-al
CORDIALIDADE         cor-di-a-li-da-de
CORDIALMENTE         cor-di-al-men-te
CORDILHEIRA          cor-di-lhei-ra
CORDOBA              cor-do-ba
COREANO              co-re-a-no
COREOGRAFIA          co-re-o-gra-fi-a
COREOGRAFICO         co-re-o-gra-fi-co
COREOGRAFO           co-re-o-gra-fo
CORETO               co-re-to
CORINTIANO           co-rin-ti-a-no
CORISCAR             co-ris-car
CORISCO              co-ris-co
CORISTA              co-ris-ta
CORIZA               co-ri-za
CORJA                cor-ja
CORNEA               cor-ne-a
CORNEAR              cor-ne-ar
CORNEO               cor-ne-o
CORNER               cor-ner
CORNETA              cor-ne-ta
CORNETEIRO           cor-ne-tei-ro
CORNO                cor-no
CORNUCOPIA           cor-nu-co-pi-a
CORNUDO              cor-nu-do
CORO                 co-ro
COROA                co-ro-a
COROACAO             co-ro-a-CAO
COROADO              co-ro-a-do
COROAR               co-ro-ar
COROCA               co-ro-ca
COROINHA             co-roi-nha
COROLARIO            co-ro-la-ri-o
CORONARIA            co-ro-na-ri-a
CORONARIO            co-ro-na-ri-o
CORONEL              co-ro-nel
CORONHA              co-ro-nha
CORONHADA            co-ro-nha-da
CORPANZIL            cor-pan-zil
CORPETE              cor-pe-te
CORPO                cor-po
CORPORACAO           cor-po-ra-CAO
CORPORAL             cor-po-ral
CORPORATIVISMO       cor-po-ra-ti-vis-mo
CORPORATIVISTA       cor-po-ra-ti-vis-ta
CORPORATIVO          cor-po-ra-ti-vo
CORPOREO             cor-po-re-o
CORPORIFICACAO       cor-po-ri-fi-ca-CAO
CORPORIFICAR         cor-po-ri-fi-car
CORPULENCIA          cor-pu-len-ci-a
CORPULENTO           cor-pu-len-to
CORPUS               cor-pus
CORPUSCULAR          cor-pus-cu-lar
CORPUSCULO           cor-pus-cu-lo
CORRECAO             cor-re-CAO
CORRECIONAL          cor-re-ci-o-nal
CORRECOES            cor-re-co-es
CORREDEIRA           cor-re-dei-ra
CORREDICA            cor-re-di-ca
CORREDICO            cor-re-di-co
CORREDOR             cor-re-dor
CORREGEDOR           cor-re-ge-dor
CORREGEDORIA         cor-re-ge-do-ri-a
CORREGO              cor-re-go
CORREIA              cor-rei-a
CORREIO              co-rrei-o
CORRELACAO           cor-re-la-CAO
CORRELACIONAR        cor-re-la-ci-o-nar
CORRELATAR           cor-re-la-tar
CORRELATAS           cor-re-la-tas
CORRELATIVO          cor-re-la-ti-vo
CORRELATO            cor-re-la-to
CORRELIGIONARIO      cor-re-li-gi-o-na-ri-o
CORRENTE             cor-ren-te
CORRENTES            cor-ren-tes
CORRENTEZA           cor-ren-te-za
CORRENTISTA          cor-ren-tis-ta
CORRER               cor-rer
CORRERIA             cor-re-ri-a
CORRESPONDENCIA      cor-res-pon-den-ci-a
CORRESPONDENTE       cor-res-pon-den-te
CORRESPONDER         cor-res-pon-der
CORRETAGEM           cor-re-ta-gem
CORRETAMENTE         cor-re-ta-men-te
CORRETAR             cor-re-tar
CORRETIVO            cor-re-ti-vo
CORRETO              co-rre-to
CORRETOR             cor-re-tor
CORRETORA            cor-re-to-ra
CORRETORIA           cor-re-to-ri-a
CORRIDA              cor-ri-da
CORRIGIDO            cor-ri-gi-do
CORRIGIR             cor-ri-gir
CORRIGIVEL           cor-ri-gi-vel
CORRIMAO             cor-ri-ma-o
CORRIMENTO           cor-ri-men-to
CORRIQUEIRO          cor-riq-uei-ro
CORROBORACAO         cor-ro-bo-ra-CAO
CORROBORAR           cor-ro-bo-rar
CORROBORATIVO        cor-ro-bo-ra-ti-vo
CORROER              cor-ro-er
CORROIDO             cor-roi-do
CORROMPER            cor-rom-per
CORROMPIDO           cor-rom-pi-do
CORROMPIMENTO        cor-rom-pi-men-to
CORROSAO             cor-ro-sa-o
CORROSIVIDADE        cor-ro-si-vi-da-de
CORROSIVO            cor-ro-si-vo
CORRUPCAO            cor-rup-CAO
CORRUPTELA           cor-rup-te-la
CORRUPTIBILIDADE     cor-rup-ti-bi-li-da-de
CORRUPTIVEL          cor-rup-ti-vel
CORRUPTIVO           cor-rup-ti-vo
CORRUPTO             cor-rup-to
CORRUPTOR            cor-rup-tor
CORSARIO             cor-sa-ri-o
CORSO                cor-so
CORTADA              cor-ta-da
CORTADO              cor-ta-do
CORTANTE             cor-tan-te
CORTAR               cor-tar
CORTE                cor-te
CORTEJADOR           cor-te-ja-dor
CORTEJAR             cor-te-jar
CORTEJO              cor-te-jo
CORTES               cor-tes
CORTESA              cor-te-sa
CORTESAO             cor-te-sa-o
CORTESIA             cor-te-si-a
CORTEX               cor-tex
CORTICA              cor-ti-ca
CORTICAL             cor-ti-cal
CORTICO              cor-ti-co
CORTICOIDE           cor-ti-coi-de
CORTINA              cor-ti-na
CORTINAR             cor-ti-nar
CORTINEIRO           cor-ti-nei-ro
CORTISONA            cor-ti-so-na
CORUJA               co-ru-ja
CORUSCAR             co-rus-car
CORVEIA              cor-vei-a
CORVETA              cor-ve-ta
CORVINA              cor-vi-na
CORVO                cor-vo
COS                  cos
COSER                co-ser
COSMETICO            cos-me-ti-co
COSMICA              cos-mi-ca
COSMICO              cos-mi-co
COSMICOS             cos-mi-cos
COSMO                cos-mo
COSMOGONIA           cos-mo-go-ni-a
COSMOGONICO          cos-mo-go-ni-co
COSMOLOGIA           cos-mo-lo-gi-a
COSMOLOGICO          cos-mo-lo-gi-co
COSMOLOGO            cos-mo-lo-go
COSMONAUTA           cos-mo-nau-ta
COSMONAUTICA         cos-mo-nau-ti-ca
COSMONAVE            cos-mo-na-ve
COSMOPOLITA          cos-mo-po-li-ta
COSMOPOLITISMO       cos-mo-po-li-tis-mo
COSSACO              cos-sa-co
COSSECANTE           cos-se-can-te
COSSENO              cos-se-no
COSTA                cos-ta
COSTADO              cos-ta-do
COSTARRIQUENHO       cos-tar-riq-ue-nho
COSTAS               cos-tas
COSTEAR              cos-te-ar
COSTEIRO             cos-tei-ro
COSTELA              cos-te-la
COSTELETA            cos-te-le-ta
COSTUMAR             cos-tu-mar
COSTUME              cos-tu-me
COSTUMEIRO           cos-tu-mei-ro
COSTUMES             cos-tu-mes
COSTURA              cos-tu-ra
COSTURAR             cos-tu-rar
COSTUREIRA           cos-tu-rei-ra
COSTUREIRO           cos-tu-rei-ro
COTA                 co-ta
COTACAO              co-ta-CAO
COTADO               co-ta-do
COTANGENTE           co-tan-gen-te
COTAR                co-tar
COTEJAMENTO          co-te-ja-men-to
COTEJAR              co-te-jar
COTEJO               co-te-jo
COTIDIANO            co-ti-di-a-no
COTILEDONE           co-ti-le-do-ne
COTISTA              co-tis-ta
COTIZACAO            co-ti-za-CAO
COTIZAR              co-ti-zar
COTIZAVEL            co-ti-za-vel
COTO                 co-to
COTONETE             co-to-ne-te
COTONICULTOR         co-to-ni-cul-tor
COTONICULTURA        co-to-ni-cul-tu-ra
COTONIFICIO          co-to-ni-fi-ci-o
COTOVELADA           co-to-ve-la-da
COTOVELAR            co-to-ve-lar
COTOVELEIRA          co-to-ve-lei-ra
COTOVELO             co-to-ve-lo
COTOVELOS            co-to-ve-los
COTOVIA              co-to-vi-a
COULOMB              cou-lom-b
COURACA              cou-ra-ca
COURACADO            cou-ra-ca-do
COUREIRO             cou-rei-ro
COURO                cou-ro
COUVE                cou-ve
COVA                 co-va
COVADO               co-va-do
COVALENTE            co-va-len-te
COVARDE              co-var-de
COVARDIA             co-var-di-a
COVARIANTE           co-va-ri-an-te
COVEIRO              co-vei-ro
COVIL                co-vil
COXA                 co-xa
COXEADURA            co-xe-a-du-ra
COXEAR               co-xe-ar
COXO                 co-xo
COZEDURA             co-ze-du-ra
COZER                co-zer
COZIDO               co-zi-do
COZIMENTO            co-zi-men-to
COZINHA              co-zi-nha
COZINHAR             co-zi-nhar
COZINHEIRA           co-zi-nhei-ra
COZINHEIRO           co-zi-nhei-ro
CPU                  cpu
CR                   cr
CRACHA               cra-cha
CRACK                crack
CRANIANA             cra-ni-a-na
CRANIANO             cra-ni-a-no
CRANIO               cra-ni-o
CRAPULA              cra-pu-la
CRAQUE               craq-ue
CRASE                cra-se
CRASEAR              cra-se-ar
CRASSO               cras-so
CRATERA              cra-te-ra
CRAVAR               cra-var
CRAVEJAR             cra-ve-jar
CRAVO                cra-vo
CRAWL                crawl
CREATINA             cre-a-ti-na
CRECHE               cre-che
CREDENCIAIS          cre-den-ci-ais
CREDENCIAL           cre-den-ci-al
CREDENCIAR           cre-den-ci-ar
CREDIARIO            cre-di-a-ri-o
CREDIBILIDADE        cre-di-bi-li-da-de
CREDITAR             cre-di-tar
CREDITO              cre-di-to
CREDO                cre-do
CREDOR               cre-dor
CREDULIDADE          cre-du-li-da-de
CREDULO              cre-du-lo
CREMACAO             cre-ma-CAO
CREMADO              cre-ma-do
CREMALHEIRA          cre-ma-lhei-ra
CREMAR               cre-mar
CREMATORIO           cre-ma-to-ri-o
CREME                cre-me
CREMOSO              cre-mo-so
CRENCA               cren-ca
CRENDICE             cren-di-ce
CRENTE               cren-te
CREOLINA             cre-o-li-na
CREPE                cre-pe
CREPITACAO           cre-pi-ta-CAO
CREPITANTE           cre-pi-tan-te
CREPITAR             cre-pi-tar
CREPOM               cre-pom
CREPUSCULAR          cre-pus-cu-lar
CREPUSCULO           cre-pus-cu-lo
CRER                 crer
CRESCENDO            cres-cen-do
CRESCENTE            cres-cen-te
CRESCER              cres-cer
CRESCIDO             cres-ci-do
CRESCIMENTO          cres-ci-men-to
CRESPO               cres-po
CRESTOMATIA          cres-to-ma-ti-a
CRETACEO             cre-ta-ce-o
CRETENSE             cre-ten-se
CRETINICE            cre-ti-ni-ce
CRETINISMO           cre-ti-nis-mo
CRETINO              cre-ti-no
CRIA                 cri-a
CRIACAO              cri-a-CAO
CRIACIONISMO         cri-a-ci-o-nis-mo
CRIACIONISTA         cri-a-ci-o-nis-ta
CRIACOES             cri-a-co-es
CRIADA               cri-a-da
CRIADAGEM            cri-a-da-gem
CRIADO               cri-a-do
CRIADOR              cri-a-dor
CRIADOS              cri-a-dos
CRIANCA              cri-an-ca
CRIANCADA            cri-an-ca-da
CRIANCAS             cri-an-cas
CRIANCICE            cri-an-ci-ce
CRIANCOLA            cri-an-co-la
CRIAR                cri-ar
CRIATIVIDADE         cri-a-ti-vi-da-de
CRIATIVO             cri-a-ti-vo
CRIATURA             cri-a-tu-ra
CRICRI               cri-cri
CRIEI                cri-ei
CRIME                cri-me
CRIMES               cri-mes
CRIMINAL             cri-mi-nal
CRIMINALIDADE        cri-mi-na-li-da-de
CRIMINALISTA         cri-mi-na-lis-ta
CRIMINALISTICA       cri-mi-na-lis-ti-ca
CRIMINALIZAR         cri-mi-na-li-zar
CRIMINOLOGIA         cri-mi-no-lo-gi-a
CRIMINOLOGISTA       cri-mi-no-lo-gis-ta
CRIMINOSO            cri-mi-no-so
CRIMINOSOS           cri-mi-no-sos
CRINA                cri-na
CRIOGENIA            cri-o-ge-ni-a
CRIOGENICO           cri-o-ge-ni-co
CRIOULO              cri-ou-lo
CRIPTA               crip-ta
CRIPTICO             crip-ti-co
CRIPTOGRAFAR         crip-to-gra-far
CRIPTOGRAFIA         crip-to-gra-fi-a
CRIPTOGRAFICO        crip-to-gra-fi-co
CRIPTOGRAFO          crip-to-gra-fo
CRIPTOLOGIA          crip-to-lo-gi-a
CRIPTOLOGICO         crip-to-lo-gi-co
CRIPTONIO            crip-to-ni-o
CRIQUETE             criq-ue-te
CRISALIDA            cri-sa-li-da
CRISANTEMO           cri-san-te-mo
CRISE                cri-se
CRISMA               cris-ma
CRISMAR              cris-mar
CRISPAR              cris-par
CRISTA               cris-ta
CRISTAL              cris-tal
CRISTALEIRA          cris-ta-lei-ra
CRISTALINO           cris-ta-li-no
CRISTALIZACAO        cris-ta-li-za-CAO
CRISTALIZADO         cris-ta-li-za-do
CRISTALIZAR          cris-ta-li-zar
CRISTALOGRAFIA       cris-ta-lo-gra-fi-a
CRISTALOGRAFICO      cris-ta-lo-gra-fi-co
CRISTANDADE          cris-tan-da-de
CRISTAO              cris-ta-o
CRISTIANISMO         cris-ti-a-nis-mo
